('mihr', ['gâlib', 'ver', 'gül', 'çeşm', 'dil', 'aşk', 'cân', 'gel', 'zülf', 'leb'])
('kafes', ['fikri', 'ebr', 'ârif', 'monlâ-yı', 'yap', 'mehtâb', 'suhan', 'mıdır', 'yanî', 'git'])
('günle', ['manâda', 'vâkıf', 'mertebe', 'fetîl', 'sâhir', 'mâzâiına', 'envâ', 'sekte', 'rab', 'ezel'])
('sükût', ['ra’nâ', 'etdigi', 'edince', 'burc', 'şeref', 'olâlar', 'hezâr', 'haste', 'heyh', 'kat'])
('âmâl', ['selîm', 'ebrû', 'perçem', 'al', 'mevlâ', 'subh', 'göz', 'zemîn', 'bend', 'meclis'])
('firâvân', ['bîmâr', 'maksûd', 'çemen', 'ümmîd', 'and', 'hayâ', 'nâz', 'tâb', 'tavr', 'san'])
('şâd', ['hâk', 'söz', 'hâb', 'hazret', 'seyr', 'hat', 'midi', 'bak', 'zülf', 'leb'])
('bûy', ['sîne', 'gör', 'hâl', 'zülf', 'dil', 'mey', 'ban', 'gel', 'gâlib', 'feyz'])
('müsellem', ['nutk', 'açı', 'semâ', 're’y', 'şem’', 'gönül', 'cûd', 'dîde', 'nigeh', 'rûh'])
('merhûm', ['kıyâm', 'kurbân', 'âhir', 'fevvâre', 'habâb', 'zühd', 'elfâz', 'kâdir', 'sihr', 'kandîl'])
('dede', ['cân', 'kerem', 'bak', 'rûy', 'dest', 'gel', 'hazret', 'feyz', 'devlet', 'aşk'])
('buyur', ['nücûm', 'piyâle', 'asl', 'hevk', 'dîg', 'defter', 'etdin', 'rengin', 'mevlâ', 'çıkar'])
('kâm', ['gevher', 'nigâh', 'bâd', 'aşkın', 'dest', 'tut', 'pîr', 'söz', 'cân', 'feyz'])
('dün', ['bil', 'efendi', 'hazret', 'et', 'derd', 'sûret', 'hâk', 'yâr', 'cenâb', 'gül'])
('alîm', ['bâ', 'âheng', 'nakş', 'hümâ-yı', 'dök', 'kemân', 'fenâ', 'kâfi', 'hayâl', 'bâr'])
('zâr', ['hüsnü', 'gâlib', 'düş', 'aşk', 'cihân', 'zülf', 'çeşm', 'ver', 'gör', 'gam'])
('cevr', ['ver', 'zülf', 'subh', 'gül', 'çeşm', 'mey', 'gönül', 'gâlib', 'cihân', 'kıl'])
('hümâyûn', ['câm', 'bahâr', 'târ', 'mevc', 'hûn', 'feyz', 'nûr', 'çarh', 'lutf', 'sultân'])
('oku', ['kan', 'âfâk', 'dûzah', 'kâşâne', 'efser', 'deme', 'çemen', 'elde', 'bes', 'gön'])
('gülistan', ['bî-şüphe', 'revâc', 'hâme-veş', 'berf', 'eczâ', 'ranâ', 'be-dûş', 'sened', 'kanla', 'şinâh'])
('revâ', ['kişver', 'meydân', 'sarf', 'neş’e', 'visâl', 'güher', 'hevk', 'kemân', 'meşreb', 'gürûh'])
('kuvvet', ['gülzâr', 'lâzım', 'mest', 'zülf', 'zât', 'tıfl', 'hûn', 'yanî', 'şâh', 'nev'])
('besle', ['dolaş', 'müstesnâ', 'pâyân', 'şâyân', 'ders', 'şâne', 'kâfûr', 'ye’s', 'sevdâ-yı', 'nücûm'])
('irşâd', ['tanzîm', 'idim', 'fer', 'gazel', 'billâh', 'alîdir', 'tebessüm', 'kalem', 'hız', 'akl'])
('meslek', ['berây', 'hışm', 'h', 'pür', 'vasl', 'anla', 'demş', 'envâr', 'görü', 'alâ'])
('ulûm', ['beyhân', 'yeti', 'harf', 'endâm', 'revzen', 'pâre', 'alî', 'âteşîn', 'degilsen', 'dîvâne'])
('hüsrev', ['füzûn', 'jengâr', 'vals', 'müzâb', 'nâhudâ', 'terâne', 'yye-', 'şâir', 'huffâş', 'mürüvvet'])
('itidâl', ['kaplam', 'karanfil', 'gösterş', 'hep', 'seninçündür', 'çerâgân', 'beste', 'sev', 'okur', 'müstesnâ'])
('rûzgâr', ['devr', 'bak', 'anı', 'hâk', 'bahr', 'gevher', 'düş', 'hazret', 'meh', 'mihr'])
('ahkâm', ['hum', 'hûy', 'kesi', 'akla', 'kîl', 'azamet', 'zenbûr', 'adl', 'bîdâd', 'deiilsin'])
('câvidân', ['mahal', 'düşk', 'edicek', 'vâsıl', 'hidâyet', 'tâbân', 'nisbet', 'pür-nûr', 'şeker', 'ilâhî'])
('civânân', ['kudûm', 'istân', 'fark', 'germ', 'vasl', 'kudd', 'illet', 'kâm-yâb', 'havz', 'hakk'])
('tüvân', ['diz', 'post-n', 'perverde', 'keşmîrin', 'edeb', 'memdûd', 'füzûn', 'görel', 'rüzgâr', 'mürşid'])
('hâs', ['bahâr', 'ban', 'hazret', 'mihr', 'bak', 'çeşm', 'mehtâb', 'hemân', 'sûret', 'kal'])
('tertîb', ['reng', 'çarh', 'dil', 'feyz', 'kıl', 'düş', 'suhan', 'aşk', 'göz', 'gâlib'])
('tecdîd', ['belâ', 'mahabbet', 'etme', 'nev', 'gayret', 'tavr', 'geh', 'hâtır', 'zîr', 'değeriş'])
('esâs', ['saltanat', 'cevher', 'cümle', 'bâis', 'olduiun', 'nutk', 'resm', 'hîç', 'îmân', 'kasr'])
('husûs', ['alıp', 'lâzım', 'fikr', 'dûr', 'tâze', 'gerdûn', 'bezm', 'seyf', 'perçem', 'hüsn'])
('cânib', ['pertev', 'ruh', 'nâm', 'hüsn', 'yâkût', 'çeşm', 'sünbül', 'semâ', 'dî', 'ets'])
('meyl', ['olmayam', 'rûhsâr', 'insâf', 'sürh', 'bûd', 'yûsufdan', 'tuyduk', 'oluncaya', 'aizı', 'zulmet'])
('zümre', ['mevlâ', 'vahdet', 'efend', 'dîde', 'selîm', 'hayret', 'sultân', 'cihân', 'anı', 'lutf'])
('şîve', ['ana', 'vuslat', 'bülbül', 'sultân', 'mevlevî', 'göz', 'efendi', 'derd', 'et', 'mıdır'])
('ilhâm', ['saff', 'nigâr', 'monlâ-yı', 'kâdir', 'dîvân', 'pür', 'dûzah', 'imdâd', 'fevt', 'yaraş'])
('hidâyet', ['nakd', 'cevher', 'beyt', 'tab’', 'mülk', 'cem', 'pertev', 'aks', 'sîm', 'uşşâk'])
('tatvîl', ['degilim', 'penâhı', 'harâbat', 'çenâr', 'firîb', 'kasîde', 'sâhib-kırân', 'süllem', 'derece', 'sala'])
('korku', ['halkala', 'çetr', 'açıp', 'bî-hadd', 'vâsıl', 'kitâb', 'pür-şûr', 'hikâyet', 'hıred', 'mevlevîhânes'])
('usan', ['eyleyemem', 'şehbâz', 'cşte', 'tavîl', 'kârbân', 'tâb’ımın', 'mis', 'deiildir', 'tahmîs-', 'üstün'])
('cüvân', ['şikâr', 'edâ-yı', 'dem', '\x17eyh', 'perîşân', 'kâgıd', 'eriş', 'hezâr', 'gerd', 'âr'])
('gülgûn', ['aşk', 'gel', 'gevher', 'devlet', 'subh', 'mihr', 'şem’', 'mehtâb', 'zülf', 'gâlib'])
('semmûr', ['gerdiş', 'davâ-yı', 'tenezzül', 'rengînin', 'dâr', 'olduiu', 'tesîr', 'riyâz', 'tekrâr', 'cibrîl'])
('otur', ['zann', 'dilim', 'sitem', 'koy', 'nahl', 'safha', 'kemâl', 'fitne', 'bak', 'sâye'])
('karşı', ['gussa', 'vaz', 'gerdân', 'mukâbil', 'resûlellâh', 'kaldır', 'bal', 'kâinât', 'jâleye', 'enfâs'])
('endâm', ['câm', 'çarh', 'burc', 'ebrû', 'bahr', 'çerâg', 'perde', 'bezm', 'dergâh', 'himmet'])
('sür', ['vuslat', 'bâg', 'ömr', 'efend', 'mevc', 'midi', 'rûz', 'meger', 'âyîn', 'gûyâ'])
('sehâb', ['vefâ', 'hız', 'amân', 'mehtâb', 'yâkût', 'ned', 'ihsân', 'per', 'dü', 'çık'])
('muntazır', ['visâl', 'güft', 'zemîn', 'yana', 'hevk', 'mıdır', 'nazm', 'fikr', 'yâd', 'vücûd'])
('tanîn', ['şümâr', 'a’lâ', 'ceyb', 'ber-âb', 'şûle', 'kışla', 'nûn', 'etmişdi', 'nevâ-yı', 'merdûm'])
('tanbûr', ['gûyâ', 'etme', 'tîg', 'âteş', 'hâtır', 'gamze', 'âlem', 'ney', 'et', 'safâ'])
('çengâl', ['îsî', 'mahşer', 'temâşâ', 'bedîd', 'libâs', 'nokta', 'bilirem', 'âzâr', 'olmâz', 'kebûter'])
('âsân', ['yârân', 'eyyâm', 'derd', 'tavr', 'vakt', 'belâ', 'yâkût', 'efend', 'cây', 'man'])
('açma', ['hikmet', 'habâb', 'hâb', 'hakkâ', 'bâis', 'vakt', 'baş', 'cedîd', 'mâ', 'mazmûn'])
('şehbâl', ['deme', 'ten', 'bula', 'ikdâm', 'va’d', 'yazı', 'zerre', 'levh', 'garaz', 'ûd'])
('ikdâm', ['hôş', 'lafz', 'mülk', 'gûyâ', 'evc', 'zâhid', 'teng', 'tîr', 'rûh', 'seng'])
('eslâf', ['mahşer', 'niçe', 'temâşâ', 'muhammedle', 'bâis', 'velâyet', 'hümâ-yı', 'sohbet', 'hükm', 'nahl'])
('ahvâl', ['sâf', 'taht', 'dâm', 'hız', 'helâk', 'ko', 'hâzret', 'misâl', 'zuhûr', 'fevt'])
('tebdîl', ['mercân', 'pervâz', 'diyâr', 'ahşa', 'kays', 'kop', 'gez', 'bîgâne', 'murâd', 'derle'])
('kâr', ['dil', 'kıl', 'ver', 'gâlib', 'aşk', 'hazret', 'cihân', 'yâr', 'âlem', 'zülf'])
('encâm', ['etdim', 'hîç', 'meh', 'meger', 'çek', 'subh', 'şâm', 'cân', 'belâ', 'hems'])
('zabt', ['hayf', 'olduium', 'tekrâr', 'tavr', 'sefîd', 'terk', 'and', 'san', 'zebân', 'halka'])
('zimâm', ['tılısm', 'tâli’', 'zulmet', 'değeriz', 'münîri', 'sem', 'hayli', 'ber-dûş', 'kıymet', 'çakı'])
('ârâm', ['âb', 'hâtır', 'eşk', 'mehtâb', 'düş', 'suhan', 'pîr', 'et', 'çeşm', 'dîde'])
('rûze', ['sefîd', 'lafz', 'seyr', 'tab’', 'ehl', 'kerem', 'rûh', 'zîr', 'bil', 'uşşâk'])
('îd', ['pîr', 'mâh', 'dil', 'âlem', 'hâk', 'düş', 'anı', 'feyz', 'kıl', 'erbâb'])
('pâyân', ['nakş', 'sûz', 'gonce', 'olduium', 'hudâ', 'efendi', 'âşık', 'hatt', 'tîg', 'pertev'])
('ahşa', ['midi', 'ebrû', 'mest', 'mevlâ', 'kâfi', 'zîr', 'bezm', 'hak', 'vahdet', 'ayn'])
('maka', ['misl', 'mâil', 'tânzîm', 'târafdan', 'bîrûn', 'bâlâya', 'heker', 'pîçîdedir', 'mînâ', 'dünyâ-yı'])
('hengâm', ['âşiyân', 'dü', 'kerâmet', 'dîg', 'güft', 'karz', 'neş’e', 'dî', 'nukûş', 'çemen'])
('ıtr', ['karz', 'ferş', 'kûşe', 'gece', 'açı', 'îmân', 'azamet', 'berk', 'bahr', 'ets'])
('ârâyiş', ['şeref', 'bîgâne', 'bahs', 'şemşîr', 'rû', 'geçe', 'bes', 'arş', 'vefâ', 'alıp'])
('peymâne', ['çerâg', 'felek', 'geh', 'aşkın', 'sırr', 'san', 'hâtır', 'hazret', 'uşşâk', 'mihr'])
('kâşâne', ['perçem', 'gön', 'hayret', 'görü', 'şu’le', 'rûz', 'sûret', 'nakş', 'efendi', 'bezm'])
('enmûzec', ['nem', 'uymuşum', 'bâga', 'perver', 'nusret', 'hüseyn', 'bas', 'zümre', 'şems', 'şeyh'])
('huld', ['mâhtâb', 'anı', 'yâkût', 'eger', 'nakş', 'mıdır', 'çeşm', 'gönül', 'hüsn', 'bahâr'])
('sûsen', ['hû', 'hayli', 'cki', 'nücûm', 'abes', 'icrâ', 'nes', 'semt', 'füsûn', 'meydân'])
('karanfil', ['huzûr', 'işret', 'alup', 'sivâ', 'matbah', 'evc', 'sûr', 'keştî', 'yâhûd', 'eyleyen'])
('tuhaf', ['ulvî', 'sür', 'bî', 'havâ', 'kurb', 'sâh', 'rûze', 'uyup', 'destûr', 'cihâd'])
('nefh', ['dede', 'fitne', 'sal', 'ömer', 'eylez', 'almış', 'nakd', 'râz', 'sadr', 'gayb'])
('elhân', ['nâ-yâb', 'berât', 'nevrûz', 'vefât', 'zamândan', 'müdâm', 'a’zam', 'müeyyedsin', 'hebnem', 'mekteb'])
('acem', ['şehrîyârısın', 'eylek', 'perî', 'kıyâs', 'icrâ', 'dûr', 'gehî', 'bârân', 'gelz', 'boya'])
('sanem', ['zehr', 'havz', 'ana', 'ummân', 'tîg', 'semâ', 'târîh', 'cenâb', 'zamân', 'vahdet'])
('gûne', ['nigâh', 'sûret', 'subh', 'hâl', 'mihr', 'sultân', 'ver', 'lutf', 'han', 'cân'])
('ridâ', ['neseb', 'hâbîde', 'nazar', 'ziyâ-yı', 'mansûru', 'etmişdir', 'serencâm', 'ezkâr', 'keyfe', 'kelîm'])
('şûh', ['ban', 'gün', 'gel', 'ver', 'mâh', 'kal', 'lutf', 'gâlib', 'san', 'anı'])
('yâsemen', ['etdiii', 'zerre', 'tohm', 'heybet', 'mînâ-yı', 'cây', 'âhir', 'eser', 'katre', 'gark'])
('kadem', ['deryâ', 'karz', 'cilve', 'vahdet', 'gerd', 'harâb', 'tamâm', 'sâl', 'nev', 'dîdâr'])
('zeber', ['himmet-pîşe', 'ihtiyâc', 'farzâ', 'meded', 'uymuşum', 'surûr', 'râb', 'pâ', 'elem', 'pây'])
('men', ['bezm', 'fikr', 'gel', 'hâl', 'mey', 'et', 'değeri', 'âb', 'devlet', 'bahâr'])
('benefşe', ['murgân', 'âyâ', 'dilber', 'tekrâr', 'etmekde', 'riyâz', 'degilsen', 'kûh', 'encümen', 'medh'])
('mutrib', ['yana', 'hâmûş', 'rûzgâr', 'zevk', 'saf', 'seng', 'çerâ', 'dede', 'fenâ', 'devr'])
('eylem', ['cân', 'gam', 'gül', 'çeşm', 'gör', 'âşık', 'gel', 'nâz', 'hazret', 'san'])
('ülfet', ['gel', 'ehl', 'gâlib', 'mey', 'gör', 'aşkın', 'nûr', 'dest', 'çeşm', 'bak'])
('server', ['sensiz', 'kâşif', 'takrîr', 'degilse', 'mâr', 'neşât', 'badezîn', 'dilin', 'galat', 'hûş'])
('dere', ['kâr-gâh', 'post-n', 'takvâ', 'ıslâh', 'bil-cümle', 'dimâgı', 'kalıp', 'sarhoş', 'bâmdâd', 'ilâh'])
('cezm', ['sutûr', 'minnet', 'müje', 'hüzn', 'fettân', 'ailadım', 'sâhil-hâneyi', 'sengîn', 'des', 'tedbir'])
('okur', ['reşk', 'zîr', 'suhan', 'seher', 'gerdûn', 'rû', 'hâzret', 'sâkî', 'gönül', 'arz'])
('seyf', ['dil', 'değeri', 'bak', 'devlet', 'sûret', 'zülf', 'eyleyip', 'bezm', 'leb', 'hat'])
('kalem', ['devlet', 'kıl', 'cân', 'çeşm', 'aşkın', 'aşk', 'zülf', 'dil', 'bil', 'gâlib'])
('elzem', ['nes', 'çerâgân', 'tahmîs-', 'nem', 'mesnevî', 'gûne', 'ahbâb', 'b-', 'gazel-', 'kilk'])
('ehemm', ['târîhi', 'etmekde', 'kattâl', 'hafâ', 'pîşgâh', 'cskender', 'deşt', 'dünyâdır', 'pey-ender-pey', 'mürşid'])
('adl', ['vuslat', 'eyleş', 'gülşen', 'arş', 'sâkî', 'eşk', 'yûsuf', 'rû', 'rûh', 'zât'])
('tîr', ['gam', 'çeşm', 'yâr', 'gül', 'ban', 'cân', 'gel', 'mihr', 'hazret', 'hüsn'])
('fend', ['gerdiş', 'küşâde-meşreb', 'ölü', 'elzem', 'beyzâ', 'isrâf', 'hemgâme', 'seçz', 'ebed', 'sezâ-yı'])
('sahbâ', ['allâh', 'eger', 'yâkût', 'pîr', 'sırr', 'han', 'pertev', 'âb', 'hâl', 'etme'])
('çeng', ['firâvân', 'cilve', 'kat’', 'reh', 'tîi', 'dü', 'almış', 'han', 'degildir', 'dey'])
('sitem', ['düş', 'çeşm', 'zülf', 'bak', 'yâr', 'meh', 'rûz', 'himmet', 'aşk', 'nigâh'])
('halk', ['gel', 'ban', 'tab’', 'ney', 'ehl', 'bil', 'dil', 'ver', 'âb', 'gam'])
('âsûde', ['kayd', 'gülgûn', 'mesrûr', 'âftâb', 'ferş', 'tertîb', 'desem', 'tâze', 'dergâh', 'nûş'])
('yemîn', ['bîdâd', 'bir', 'kasd', 'pençe', 'aks', 'çeker', 'mukîm', 'zûr', 'mercân', 'duâ-yı'])
('zafer', ['nihâl', 'sevdâ', 'arş', 'olduiun', 'yeter', 'kadeh', 'men', 'ders', 'resm', 'hemîşe'])
('çekme', ['geç', 'bili', 'mest', 'eyleyip', 'berk', 'râh', 'bîmâr', 'naza', 'târ', 'seyr'])
('boş', ['zübde', 'âferîn', 'hüseyn', 'kâye-', 'iklîm', 'tahmîs-', 'denlü', 'adl', 'çerâ', 'târh'])
('adem', ['suhan', 'râh', 'ayn', 'gör', 'hak', 'safâ', 'kıl', 'dî', 'nâz', 'gelir'])
('nas', ['perçem', 'gelş', 'sâkî', 'târîh', 'kan', 'dâg', 'zahm', 'deryâ-yı', 'meclis', 'lâl'])
('fütûhât', ['çü', 'üstâd', 'beyhân', 'meydân', 'şikest', 'çâk', 'reh', 'vasf', 'teşrîf', 'ders'])
('kulun', ['âsâr', 'zahm', 'sebz', 'seng', 'taht', 'azm', 'irfân', 'bîmâr', 'kan', 'b'])
('hâce', ['kitâb', 'zerd', 'mâil', 'yüzde', 'sal', 'zamîr', 'mevsim', 'pîş', 'katre', 'rez'])
('zen', ['sîm', 'manevî', 'gürûh', 'beyt', 'nûş', 'vakt', 'la’l', 'sünbül', 'reg', 'çıkar'])
('sühan', ['hikmet', 'cevâb', 'hayr', 'îmân', 'degildir', 'esrâr', 'dök', 'zâhid', 'hemîşe', 'sâl'])
('dava', ['inkâr', 'sevdâ-yı', 'âyine', 'atlas', 'yak', 'harem', 'hümâya', 'etmişler', 'dehân', 'kuvvet'])
('şekvâ', ['kâfi', 'hâme', 'mevlâ', 'gâh', 'dîdâr', 'pür', 'gülzâr', 'nesîm', 'ebr', 'zâr'])
('devât', ['fevc', 'mevlânâ’da', 'jâle-veş', 'aşdı', 'nâkıs', 'dil-rübâ', 'mansûrun', 'beyzâ', 'vücûb', 'deiilsin'])
('ta’n', ['neş’e', 'hayâ', 'la’l', 'hâr', 'seyr', 'leb', 'hançer', 'ney', 'nigeh', 'dîde'])
('meşhûr', ['and', 'siyeh', 'mahabbet', 'dîvâne', 'sâye', 'cûd', 'mehd', 'şûh', 'hançer', 'asl'])
('endişe', ['ser-rişte', 'ilticâ', 'güneh', 'beher', 'mermer', 'verdigi', 'tadâd', 'yeşil', 'ber-pâyım', 'vârûn'])
('malûm', ['arş', 'sâye', 'yan', 'âdem', 'kadeh', 'ets', 'hurşîd', 'gönül', 'gamze', 'naza'])
('deme', ['hurşîd', 'cenâb', 'rû', 'bâl', 'hüsnü', 'âlem', 'gül', 'felek', 'himmet', 'suhan'])
('bes', ['ney', 'kal', 'hazret', 'hat', 'sûret', 'gel', 'gâlib', 'gül', 'dil', 'lutf'])
('ümmîd', ['kasr', 'çeşm', 'eger', 'gamze', 'düş', 'tut', 'feyz', 'gevher', 'dil', 'nûr'])
('kes', ['mâh', 'ver', 'lutf', 'dest', 'gül', 'ney', 'et', 'nûr', 'gâlib', 'kal'])
('rakam', ['hamûş', 'muhâl', 'vals', 'nâhudâ', 'iftâr', 'yetş', 'âgûş', 'tekellüm', 'hum', 'hasretiz'])
('niyâz', ['bil', 'eyleyip', 'hâk', 'âşık', 'gülşen', 'hatt', 'dîde', 'gam', 'âb', 'yâr'])
('sâfî', ['jengâr', 'ta’mîr', 'sıddîk', 'tahsîn', 'cemi', 'füyûz', 'nücûm', 'sebîl', 'güçlük', 'degilsen'])
('sultan', ['afv', 'ayân', 'kâşâne', 'bûs', 'recâ', 'sevdâ', 'gûy', 'sûd', 'âşiyân', 'yaz'])
('bâmdâd', ['degilsen', 'şevket', 'der-vasf', 'iltifât', 'getş', 'ezel', 'dol', 'intizâm', 'ma’den', 'vâlide'])
('kusûr', ['kâkül', 'ârız', 'nâm', 'odur', 'hâk', 'leşker', 'reng', 'envâr', 'hems', 'cânân'])
('huccet', ['tavsîf', 'halkala', 'sebû', 'duâda', 'afv', 'çerâgın', 'sivâ', 'muhakkak', 'monlâda', '-gûn'])
('kat’', ['söz', 'cilve', 'ruh', 'eylem', 'nâz', 'âteş', 'hat', 'pîr', 'san', 'tut'])
('vücûb', ['rey', 'dil-nişîn', 'dimâg', 'binâ-yı', 'can', 'âdet', 'pür-zûr', 'isbât', 'vâkıf', 'acz'])
('mestûr', ['tab’', 'degildir', 'aşkın', 'sırr', 'bâg', 'yap', 'mevlevî', 'kerem', 'hançer', 'vefâ'])
('kebûter', ['oldugun', 'esîr', 'nergis', 'ter', 'dur', 'zîr', 'gûş', 'gön', 'zer', 'efzûn'])
('peri', ['cevher', 'zencîr', 'rû', 'rişte', 'neş’e', 'âfâk', 'mehtâb', 'tâze', 'devlet', 'bes'])
('helâk', ['kasr', 'bahr', 'sûret', 'rütbe', 'gevher', 'mahabbet', 'mıdır', 'nev', 'hat', 'hüsnü'])
('âyet', ['tîg', 'çeşm', 'lâzım', 'nûr', 'ney', 'hüsnü', 'aşk', 'mehtâb', 'gülşen', 'hâl'])
('şemşîr', ['nûr', 'çeşm', 'cân', 'gül', 'hüsn', 'gülşen', 'bahâr', 'hazret', 'aşk', 'san'])
('gurre', ['sükûn', 'ferş', 'tebessüm', 'nihân', 'gürûh', 'tertîb', 'mevlânâdır', 'safâ-yı', 'cem’', 'iste'])
('garrâ', ['lîk', 'encâm', 'agyâra', 'zerrîn', 'kulun', 'kayd', 'herbiri', 'tanzîm', 'encüm', 'gubâr'])
('beyn', ['âgâz', 'mutâd', 'mevlevîde', 'kâlıb', 'müjgâna', 'vakâr', 'devâ-yı', 'mübârek', 'tavk', 'ber-vefk'])
('sutûr', ['ferâi', 'dede', 'küfr', 'şöhret', 'sâgar', 'nâb', 'kes', 'degildir', 'tanbûr', 'cünûn'])
('zalâm', ['zâhid', 'mâye', 'velî', 'dâg', 'meger', 'cevher', 'bahr', 'hâzret', 'nûş', 'yol'])
('merhem', ['selsebîl', 'eş’âr', 'çıkar', 'pîç', 'bun', 'tamâm', 'cem', 'nâle', 'gark', 'sünbül'])
('hır', ['güher', 'tamâm', 'geh', 'hudâ', 'bezm', 'mahabbet', 'vasf', 'gam', 'hasret', 'bâg'])
('dev', ['n’idiiin', 'şeref', 'râb', 'getir', 'pây', 'şîrîn', 'meclis', 'dün', 'bâ', 'ihtimâm'])
('nâ', ['kal', 'şâh', 'etme', 'mâh', 'âteş', 'hâk', 'hezâr', 'gamze', 'değeri', 'himmet'])
('kopar', ['k', 'tîz', 'bâlîn', 'mîh', 'meded', 'tecrübe', 'nükte', 'oku', 'kasîde-', 'lâ'])
('insan', ['hemdem', 'heybet', 'muhâlif', 'rüşd', 'çârüm', 'tecdîd', 'dendân', 'âteşîn', 'şikâyet', 'müstesnâ'])
('kanla', ['sîm', 'sehv', 'harâret', 'vahşet', 'âş', 'hasîr', 'târaf', 'semt', 'hâhş', 'nigâr'])
('akd', ['vasf', 'gülbün', 'tekrâr', 'gün', 'cellâd', 'sûr', 'bîmâr', 'eylemişlerdir', 'şûh', 'and'])
('fânî', ['ihyâ', 'kalem', 'leşker', 'cûş', 'hakîkat', 'emr', 'rûşen', 'gön', 'şarâb', 'mest'])
('selef', ['seher', 'lâl', 'gülistân', 'kat', 'hum', 'asker', 'nesîm', 'eser', 'gark', 'cümle'])
('asr', ['va’d', 'ravza', 'beyt', 'hazret-', 'bend-', 'şeref', 'tecellî', 'sebz', 'şîve', 'es’edâ'])
('cevâb', ['dîvân', 'bili', 'yer', 'feyz', 'düş', 'seyr', 'esrâr', 'devlet', 'ets', 'sultân'])
('halef', ['sid', 'pür-envâra', 'mekes', 'edhem', 'tegâfüldür', 'gufrân', 'olmaya', 'sâdât', 'tenvîr', 'cürm'])
('sakla', ['cevvâl', 'ta’n', 'pîç', 'selsebîl', 'mînâ-yı', 'zûr', 'nigâr', 'tasvîr', 'yaraş', 'ter'])
('kader', ['ecel', 'kulûb', 'gümgeşte', 'penâh', 'ayş', 'sıyâm', 'arûs', 'dîg', 'ebubekr', 'cihet'])
('düşün', ['peydâ', 'aleyh', 'gurûr', 'iklîm', 'câmî', 'açar', 'vâdî', 'mesîh', 'say', 'utan'])
('gündüz', ['imtizâc', 'kubbe', 'beg', 'ziyâde', 'asâ', 'nümâyândır', 'hafâ', 'nîm', 'okur', 'iştihâr'])
('seyyâre', ['elfâz', 'seher', 'cüdâ', 'pür-nûr', 'söylem', 'çerâgân', 'zerre', 'nâr', 'olduiun', 'adl'])
('destûr', ['ye’s', 'sefîd', 'âyîneden', 'gayb', 'sâf', 'tertîb', 'ummân', 'sâkî', 'gerd', 'nol'])
('harâb', ['gönül', 'feyz', 'safâ', 'dah', 'seyr', 'ver', 'hâl', 'etme', 'çeşm', 'âlem'])
('mamûr', ['dâmân', 'jâle', 'anla', 'yeter', 'sebz', 'medd', 'zevk', 'tûl', 'amân', 'vefk'])
('itâat', ['s-', 'pûşîde', 'ser-menzil', 'atf', 'eflâk', 'sîrâbı', 'semâ-hâne', 'hey', 'hafz', 'f'])
('bili', ['gamze', 'gül', 'düş', 'dil', 'bil', 'ehl', 'hazret', 'cân', 'gâlib', 'nigâh'])
('vukûf', ['farz', 'ârzû', 'anla', 'silsile', 'neşât', 'mehd', 'kurb', 'zümre', 'günâh', 'hâmûş'])
('şâm', ['per', 'dîde', 'zîr', 'gûyâ', 'gör', 'çarh', 'bend', 'kal', 'gevher', 'kıl'])
('rey', ['tıfl', 'görü', 'ferş', 'târ', 'rütbe', 'kadr', 'bâ', 'mahabbet', 'perçem', 'hayret'])
('debdebe', ['âyîneden', 'kadeh', 'sıdk', 'rengîn', 'kat’', 'kân', 'zahm', 'kayd', 'mehtâb', 'bîmâr'])
('dikkat', ['bîmâr', 'gece', 'elde', 'safha', 'nigeh', 'bun', 'cibrîl', 'vasl', 'aşkın', 'bîgâne'])
('hezârân', ['etmek', 'al', 'nigeh', 'tâze', 'söz', 'kalem', 'nigâh', 'cevher', 'seyr', 'devrân'])
('sipâs', ['şerbet', '\x17er', 'hânedân', 'bî-pâyân', 'hüdhüd', 'uymuşum', 'el-hâk', 'ta’mîr', 'â', 'kenâr'])
('sipeh', ['yye', 'imişsin', 'velâyet', 'cünbiş', 'kap', 'şerâr', 'ferhâd', 'sarf', 'mevce', 'ejder'])
('yazar', ['siper', 'yürek', 'minel-aşk', 'sevk', 'uhrevî', 'dehşet', 'sâbit', 'işâret', 'miyân', 'ilâc'])
('kâdir', ['giryân', 'hüner', 'fitne', 're’y', 'güher', 'zamân', 'rûşen', 'bâr', 'ebr', 'harâb'])
('suhan', ['âlem', 'gâlib', 'dil', 'râh', 'hâl', 'çeşm', 'ver', 'cihân', 'mey', 'gül'])
('velîk', ['nukl', 'eren', 'sâhil-hâneyi', 'kor', 'şeker-rîz', 'sürûr', 'eyleyenler', 'kaşı', 'hâce', 'sendedir'])
('diger', ['cünd', 'sâhir', 'selîm’e', 'mümkin', 'âfet', 'hûş', 'savm', 'etfâl', 'penbe', 'kasîde'])
('vâdî', ['cism', 'devlet', 'meh', 'rûz', 'dah', 'nâm', 'hazret', 'gel', 'âşık', 'pâk'])
('nâs', ['kasr', 'bâl', 'han', 'yâd', 'gülistân', 'gün', 'dâg', 'sûret', 'olduiu', 'eylem'])
('köhne', ['şeh', 'şem’', 'cihân', 'hûn', 'devlet', 'eşk', 'gör', 'gam', 'anı', 'nigâh'])
('fitnele', ['envâ', 'üstün', 'mîh', 'şâhân', 'güzel', 'şefkat', 'agyâra', 'azamet', 'semend', 'hasr'])
