('cûş', ['gülzâr', 'safâ-yı', 'dil-ber', 'sûret', 'dîvâne', 'yol', 'geç', 'şehr', 'sahn', 'gûyâ'])
('cânib', ['lutf', 'zencîr', 'çîn', 'nâle', 'çarh', 'râh', 'bul', 'dil-ber', 'hûrşîd', '‘âşık'])
('sakın', ['yit', 'meclis', 'bâkî', 'yol', 'bâg', 'âb', 'cân', 'gül', 'üzre', 'dil'])
('tenhâ', ['hûrşîd', 'felek', 'meclis', 'tut', 'devlet', 'cân', 'yit', 'hâk', 'şarâb', 'zâr'])
('âvâre', ['künc', 'kadd', 'sâkıyâ', 'bâkî', 'kal', 'göz', 'bâg', 'gam', 'dil', 'bend'])
('dün', ['şâh', 'göñül', 'yaş', 'gül', 'bil', 'eşk', 'âb', '‘aceb', '‘aşk', 'gün'])
('misâli', ['tıfl', 'tap', 'seher', 'peymâne', 'yiridür', 'metâ’', 'kemâl', 'mir’ât', 'miyân', 'nev'])
('seyyâh', ['gama', 'nem', 'del', 'seng', 'kişi', '‘ârif', 'harîm', '‘azm', 'hvâb', 'beste'])
('dost', ['encüm', 'idüm', 'deşt', 'şîşe', 'hezârân', 'bahârî', 'mû', 'bun', 'fehm', 'yir'])
('vîrân', ['degüldür', 'yiridür', 'nefes', 'üstâd', 'dervîş', 'hasret', 'câh', 'âsitân', 'cevher', 'pist'])
('h', ['nâle', 'mihr', 'çemen', 'bâg', 'sâkî', 'devlet', 'nihâl', 'cân', 'devr', 'mâh'])
('secdegâh', ['ana', 'ayagı', 'mahrem', 'tok', 'müşg', 'direng', 'gül-şen', 'şîşe', '‘aşkuñla', 'hükm'])
('sırr', ['yan', 'tur', 'dehr', 'baş', 'şem’', 'derd', 'bâd', 'şarâb', 'kıl', 'âh'])
('kurb', ['egerçi', 'göze', 'nâm', 'mûy', 'virür', 'şeb', 'siyâh', 'güneş', 'nây', 'miyân'])
('cilveger', ['kurbân', 'hod', 'üstindedür', 'rüsvây', 'devri', 'safha', 'and', 'hûb', '‘ârif', 'ârzû'])
('kes', ['zahm', 'âfet', 'sâgar', 'çek', 'sahn', 'yak', 'iste', 'zâr', 'gel', 'nakş'])
('düşür', ['bedr', 'cûybâr', 'ni’met', 'müdâm', 'pâye', 'nâm', '‘aşkdur', 'şem’veş', 'deryâ-yı', 'yem'])
('salâh', ['eglensün', 'allâhı', 'rişte', 'dil-rübâ', 'temennâ', 'kişi', 'hüner', 'enfâs', 'engüşt', 'hem-dem'])
('akd', ['‘âdil', 'harâb', 'üstindedür', 'anuñ’çün', 'siyeh', 'bâr', 'kimseye', 'nâ-geh', 'şâhid', 'hakîkat'])
('hüsnü', ['gör', 'la’l', 'bil', '‘aşk', 'mey', 'dil', 'gam', 'cân', 'gül', 'hâl'])
('edâ', ['devrân', 'kadd', 'gamze', 'san', 'şûh', 'dil-ber', 'hemân', 'iste', '‘aşk', 'şevk'])
('zülâl', ['safâ', 'la’l', 'kûy', 'bâd', 'derd', 'yâr', '‘aşk', 'bâg', 'dil', 'bülbül'])
('dâne', ['cevr', 'üzre', 'felek', 'tur', 'düş', 'ruh', 'eger', 'dil', 'câm', 'âb'])
('gama', ['hak', 'bul', 'felek', 'dü', 'râh', 'bahr', 'âb', 'kûy', 'dön', 'vasl'])
('kap', ['şevk', 'minnet', 'gamze', 'şemşîr', 'ruh', 'la’l', 'gün', 'cemâl', 'mihr', 'kıl'])
('gulâm', ['turmayup', 'dâ’imâ', 'raks', 'târ', 'ayagı', 'olıcak', 'girş', 'kurbân', 'sadâ', 'eyleyelüm'])
('cefâ', ['şâh', 'serv', 'göñül', 'bâkî', 'bâkıyâ', 'dil', 'gör', 'gel', 'la’l', '‘aşk'])
('tur', ['dil', 'gör', 'bâkî', 'gam', '‘aşk', 'cân', 'hüsn', 'la’l', 'düş', 'yâr'])
('kavl', ['rakîb', 'firâk', 'müje', 'kerem', 'hecr', 'bâr', 'pertev', 'merd', 'tîg', 'kemân'])
('dile', ['kıl', 'zülf', 'dil', '‘âlem', 'derd', 'hâl', 'yâr', 'hüsn', 'gel', 'câm'])
('açar', ['sîm', 'bâkîye', 'harîm', 'haber', 'çeker', 'giryân', 'pertev', 'sev', 'iç', 'halk'])
('cüdâ', ['zerre', 'dit', 'varak', 'kevn', 'muvâfık', 'zıll', 'esrâr', 'pür-hûn', 'miskîn', 'hayvân'])
('nây', ['gonca', '‘aşkuñ', 'câm', 'zahm', 'sîne', 'hâl', 'düş', 'ruh', 'göster', 'ter'])
('sefer', ['kayd', 'dûr', 'bâ’is', 'bunca', 'fenâ', 'pertev', '‘âleme', 'ârzû', 'dit', 'sahn'])
('sadâ', ['hicrân', 'murâd', 'yaka', 'hecr', 'deryâ', 'tâze', '‘îd', 'serv', 'vasf', 'ş'])
('bâtıl', ['boy', 'ham', 'bûs', 'kâmet', '‘âşıka', 'sipihr', 'hecr', 'nihâl', 'eyyâm', '‘aşkı'])
('hased', ['mugân', 'perî', 'sitem', 'mekân', 'esrâr', 'zâhir', 'hicâb', 'dit', 'dûn', 'bahs'])
('kâmil', ['olupdur', 'subh-dem', 'kalem', 'pîr', 'giryân', '‘âlemi', 'kemâl', 'sünbül', 'miyân', 'ter'])
('kader', ['envâr', 'nîlveş', 'mahrem', 'edhâdur', 'diñle', 'şâm', 'yakı', 'güldür', 'birle', 'îmân'])
('kâse', ['dön', 'gök', 'kal', 'zîr', 'vasl', 'bâg', 'cevr', 'mest', 'mâh', 'dil'])
('terk', ['âb', 'câm', 'baş', 'cihân', 'göz', 'mey', 'felek', 'gül', 'dil', 'âh'])
('keşf', ['kemâl', 'hâsılı', 'derûn', 'dem-be-dem', 'fark', 'dîvâne', 'kenâr', 'visâl', 'tâb', 'ş'])
('fenâ', ['dil', 'cân', 'mâh', 'safâ', 'devr', 'ruh', 'şûh', '‘aşk', 'hançer', 'şâh'])
('gök', ['gör', 'gül', 'felek', 'üzre', 'çemen', 'vasl', 'cân', 'dön', 'bâkî', 'gün'])
('birle', ['keştî', 'şâm', 'semt', '‘aşkı', 'tâvûs', 'dizş', 'ahter', 'beden', 'çâh', 'ille'])
('zelîl', ['hakkâ', 'hayrân', 'başlayalum', 'halâs', 'cür’a', 'gehî', 'sadef', 'bâlâ', 'nâm', 'şîrîn'])
('rabb', ['def’', 'gird', 'semend', 'hüner', 'hâsılı', 'sahbâ', 'gazel', 'hasret', 'sûz', 'dâg'])
('merhamet', ['açar', 'keme', 'kâşkî', '‘âkil', 'tecellî', 'bâkîye', 'yâsemen', 'idrâk', 'zerre', 'râst'])
('velvele', ['düşk', 'hadd', 'zevk', 'müdâm', 'tak', 'nişân', 'tañ', 'yaraş', 'gülle', 'ucından'])
('tanbûr', ['gedâya', 'dilek', 'öpdi', 'bî-bedel', 'kese', 'sadâ', 'humâr', 'lahza', 'diñlemez', 'telh-kâm'])
('zemzem', ['hûbân', 'urındı', 'hükm', 'yolla', 'mehveş', 'dil-sitân', 'mensûbuz', 'gazâl', 'peri', 'öldürk'])
('kabr', ['sûz', 'rûz', 'kahr', 'giceler', 'la’lîn', 'kendüyi', 'kad', 'maksûd', 'koy', 'dem-â-dem'])
('reh', ['sâkî', 'zülf', 'kıl', 'ruhsâr', 'safâ', 'düş', 'gül', 'gam', 'âyîn', 'geçe'])
('ednâ', ['basît', 'müzâbı', 'kemâl', 'menzil', 'hilâl', 'nûş', 'sun', 'cemâl', '‘arz', 'nihân'])
('lûle', ['pâdişâh', 'bit', 'inciz', 'murassa’', 'iriş', 'per', 'saf', 'a’lâ', 'nigâr', 'gey'])
('nebât', ['şikest', 'bilz', 'cenâb', 'nisbet', 'kadeh', 'sakın', 'ebrû', 'hakkâ', 'rûşen', 'vefâ'])
('sebât', ['hayr', 'mer', 'hayret', 'ayak', 'sehâb', 'agyâr', 'kişver', 'beyâbân', 'hâlet', 'girân'])
('sûzân', ['geh', '‘ayş', 'kâkül', '‘ârız', 'beñzer', 'mihnet', 'hayâl', 'çıkar', 'gice', 'tut'])
('ken', ['mihr', 'vasl', 'san', 'hâk', 'dîde', 'cân', 'yaş', '‘aşk', 'derd', 'gör'])
('gerekse', ['bahr', 'diyü', 'revân', 'şem’', 'dü', 'çeşm', 'hançer', 'pîr', 'vasf', 'düş'])
('zehr', ['zevk', 'koy', 'hâr', 'git', 'zerd', 'kühl', 'hevâ', 'incin', 'katı', 'künc'])
('muttasıl', ['hayli', 'meftûn', 'gönder', 'bâlâ', 'sîneye', 'vâdî', 'urındı', 'gûy', 'dirîg', 'dî'])
('rahmet', ['hâtır', 'cism', 'mey', 'hâk', '‘aceb', 'hâl', 'hayâl', 'câm', 'diyü', 'mahabbet'])
('muzaffer', ['kavs', 'ko', 'gavgâ', 'zevrak', 'benefşe', 'kâfi', 'kurbân', 'bî-dil', 'mülk', 'pây'])
('hiss', ['açar', 'hatâ', 'reşk', 'mezellet', 'almaga', 'encüm', 'zehî', 'evc', 'gaflet', 'teng'])
('akar', ['sakın', 'değeriz', 'göz', 'hat', 'âteş', 'revân', 'nâz', 'dök', '‘aşk', 'çarh'])
('eflâk', ['baş', 'cân', 'dil', 'zülf', 'gül', 'tut', 'safâ', 'mihnet', 'mâh', 'meclis'])
('fakr', ['sagar', 'virmek', 'sîmîn', 'tabîb', 'lâyık', 'etrâf', 'dârâ', 'sadâ', 'sarmaş', 'geşt'])
('lâzım', ['öldür', 'kul', 'sipihr', 'şeb', 'rûy', 'iç', 'hırâmân', 'bülbül', 'nihâl', 'visâl'])
('dervîş', ['‘âlem', 'dil-ber', 'beñzer', 'tîg', 'sal', 'şûh', 'visâl', 'bezm', 'câm', 'hâl'])
('mermer', ['gönder', 'nigâh', 'seyyâh', 'sâhib-kırân', 'aglayup', 'suya', '‘işretde', 'âsmânî', 'sefîd', 'dûzah'])
('âzürde', ['suna', 'zuhûr', 'yat', 'oldugum', 'mâliküz', 'garîb', 'döner', 'câdû', 'i̇şigüñ', 'rû'])
('denî', ['saf', 'kân', 'dah', 'neydügin', 'dîvâne', 'hurrem', 'hançer', 'hemân', 'mest', 'tur'])
('eşk', ['dil', 'bâkî', 'kıl', 'yâr', 'gör', '‘aşk', 'cân', 'gel', 'bil', 'mey'])
('mer', ['sun', '‘îd', 'hâsılı', 'semend', 'dâg', 'gamze', 'pîr', 'hayâl', 'vefâ', '‘âlem'])
('hayf', ['çerâg', 'subh-dem', 'bâgda', 'sûret', 'göster', 'hatt', 'lâl', 'visâl', 'dildâr', 'i̇rdi'])
('yaş', ['yâr', 'kıl', 'gül', 'gör', 'câm', 'bâkî', 'hâk', 'âh', 'gel', 'ruh'])
('bîd', ['sarây', 'suna', 'tak', 'als', 'n’eyler', 'sanavber', 'bürrân', 'ahvâl', 'leyl', 'fidâ'])
('hayli', ['başla', 'ayagı', 'saf', '‘âlemde', 'dâne', 'pâre', 'târ', 'nişân', 'tab’', 'gir'])
('hurd', ['tûtî', 'mıdur', 'pertev', 'tıfl', 'mu’attar', 'fikr', 'per', 'hasret', 'ruhsâr', 'şeh'])
('dendân', ['vasl', 'hüsnü', 'bahr', 'cefâ', 'dah', 'râh', 'sultân', 'gel', 'çek', 'üzre'])
('taş', ['ezel', 'sabâ', 'pîr', 'vire', 'âl', 'bâgda', 'zâhid', 'ş', 'erbâb', 'hat'])
('yılla', ['bârân', 'hidmet', 'cenâb', 'sûfî', 'şehenşâh', 'geşt', 'ayaguñ', 'şîşe', 'zehî', 'gâhî'])
('emel', ['cür’a', 'dârâ', 'kerem', 'hatt', 'fer', 'saltanat', 'elif', 'edâ', 'çık', 'müşg'])
('endâm', ['nâr', 'hayâl', 'bahs', 'vasl', 'elde', 'subh-dem', 'değeri', 'iç', 'vefâ', 'ezel'])
('teşne', ['vasl', 'leb', 'şîrîn', 'âb', 'felek', 'hançer', 'bak', 'nihâl', '‘ayş', 'belâ'])
('tutar', ['revân', 'çarh', 'mâh', 'hatt', 'san', 'hâk', 'kal', 'bil', 'yâr', 'sîne'])
('mevzû', ['rûh', 'efendi', 'mecnûn', 'zer', 'gamze', 'hayâl', 'mest', 'degüldür', 'boy', 'cism'])
('mâtem', ['mülk', 'zülâl', 'peymâne', 'bûs', 'vaktidür', 'kanlu', 'fazl', 'sipihr', 'gider', 'git'])
('berf', ['fürkatde', 'hayr', 'çekz', 'tûbâ', 'sür', 'garîb', 'art', 'güftâr', 'lâle', 'aç'])
('hokka', ['eşk', 'nakş', 'sâkî', 'çek', 'hançer', 'sahn', '‘aşk', 'vasf', 'mâh', 'dîde'])
('hâcet', ['tesellî', 'tokuz', 'kandîl', 'sun’', 'reşk', 'âhû', 'vaktidür', 'sarı', 'şeb', 'olmayaydı'])
('melâl', ['göñüller', 'alma', 'yitz', 'mesken', 'n’eyler', 'sa’y', 'del', 'hum', 'nite', 'bülend'])
('hîç', ['hüsnü', 'la’l', 'âh', 'gamze', 'zerd', 'sultân', 'gör', 'gök', 'derd', 'dehr'])
('helâk', ['kerem', 'bahr', 'âyîn', 'mıdur', 'cevr', 'nesîm', 'baht', 'kalb', 'hûrşîd', 'ruh'])
('muhkem', ['ideli', 'şimşâd', 'hakk', 'dûd', 'hak', 'gülistân', 'ciger', 'şît', '‘uşşâka', 'meykede'])
('iksîr', ['perde', 'sahbâyı', 'idelden', 'ahter', 'mecrûh', 'fânî', 'meh-likâ', 'enfâs', '‘ârif', 'pâdişâh'])
('kabâ', ['gûşe', 'murâd', 'reşk', 'gider', 'sabâ', 'seher', 'saf', 'saç', 'tîg', 'anı'])
('boya', ['pençe', 'allâh', '‘uşşâk', 'bâ', 'kanla', 'müje', 'halka', 'sevâd', 'nâlân', 'çihre'])
('okur', ['sa’îd', 'bahar', 'gûr', 'terâne', 'pîreheni', 'çenâr', 'tavr', 'lebüñsüz', 'bar', 'pist'])
('fâhir', ['fikr', 'eş’âr', 'çâh', 'gülsitân', 'semend', 'ko', 'sîmîn', 'figân', 'del', 'karşu'])
('yay', ['gönder', 'bâguñ', 'hûnî', 'zînet', 'eser', 'mushaf', 'ayaguñ', 'ille', 'hum', 'engüşt'])
('sula', ['ter', 'ebrû', 'berg', 'pâk', 'visâl', 'kıl', 'dil-ber', 'dehân', 'hâl', 'göñül'])
('âsmânî', ['hâtır', 'zühd', 'gazel', 'semend', 'kevser', 'nûr', 'ken', 'âsmân', 'âzâd', '‘âleme'])
('pest', ['sehî', 'mer', '‘aşkına', '‘arsa', 'miskîn', 'teng', 'müşgîni', 'nâme', 'şikeste', '‘îd'])
('yolun', ['jâleveş', 'olam', 'bekâ-yı', 'yıka', 'mensûbuz', 'zerrîn-bâl', 'âsûde', '‘acebâ', 'za’f', 'sûretâ'])
('sebze', ['yüri', 'nûş', '‘arz', 'dehr', 'bak', 'şem’', 'zâr', 'çeşm', 'gül-gûn', 'dâne'])
('seyl', ['şûh', 'bâkıyâ', 'gün', 'meclis', 'bul', 'yâr', 'bâkî', 'cân', 'devr', 'çarh'])
('telh', ['sakın', 'müşgîn', 'idüm', 'hilâl', 'çerâg', 'ka’b', 'şîrîn', 'hâr', 'sun', 'fikr'])
('mücerred', ['gulgul', 'hayl', 'ol', 'katla', 'peykân', '‘âleme', 'çıkmaya', 'tâc', 'olmayıcak', '‘âlemden'])
('ol', ['göster', 'bud', 'şehr', 'râh', 'tutar', 'nigâr', 'öldür', 'hadd', 'zülf', 'nesîm'])
('cûybâr', ['öykü', 'âhir', 'rakîb', 'yaş', 'safâ-yı', 'geçe', 'nigâr', 'şûh', 'terk', 'üzre'])
('zevâl', ['kabâ-yı', 'miskîn', 'keme', 'âfet', 'almaga', 'görel', 'toz', 'güher', 'efendi', 'şeb'])
('zamîr', ['içim', 'peydâ', 'eyleyelüm', 'bâl', 'günbed', 'gaflet', 'söz', 'hûn', 'rengîn', 'çâk'])
('mücellâ', ['mülk', 'kişi', 'kân', 'sâye', 'yârân', 'ned', 'himmet', 'figân', 'a’lâ', 'hak'])
('sevâd', ['visâl', 'bak', 'kenâr', 'salı', 'çîn', 'kıl', 'sal', 'düş', 'baş', 'dîde'])
('çemenzâr', ['hem-ser', 'gündüz', 'sevâd', 'zebûn', '‘aklı', 'nâ-dân', '‘aks', 'mer', 'gey', 'zamâne'])
('basar', ['hayrân', 'sî', 'kühl', 'şikest', 'hakkâ', 'nûr', 'savt', 'inciz', 'himmet', 'endîşe'])
('mahabbet', ['gel', 'zülf', 'hâl', 'bâkıyâ', 'bâkî', 'gör', 'yâr', 'hüsn', 'sîne', 'dil'])
('giriftâr', ['âb', 'eger', 'sultân', 'hat', 'hüsn', 'çîn', 'lutf', 'safâ', 'bul', 'gel'])
('ezel', ['kâmet', 'san', 'kıl', 'bil', 'göñül', 'eşk', 'dü', 'sîne', 'şâh', 'gül'])
('def', ['egerçi', 'sabr', 'subh', 'ebrû', 'peydâ', 'fenâ', 'iç', 'kaç', 'hüsnü', 'kul'])
('çekel', ['pây', 'sipihr', 'geçe', 'dâg', 'cefâ', 'hecr', 'âfâk', 'rûzgâr', 'sa’âdet', 'değeriş'])
('rind', ['lâl', 'nihâl', 'dehr', 'cevr', 'gir', 'dön', 'bahr', 'felek', 'kal', 'şarâb'])
('yaraş', ['hâl', 'düş', 'çemen', 'mâh', 'gör', 'felek', 'göñül', 'çek', 'dil', 'gel'])
('sifâl', ['yakı', 'ni’met', 'nây', 'ag', 'istez', 'şehenşâh', 'als', 'neng', 'hakk', 'fenâ'])
('tavâf', ['hengâm', 'bâzâr', 'muhtâc', 'itdükçe', 'kendüyi', 'sâkinân', 'nîlveş', '‘uşşâk', 'ol', 'cûy'])
('kır', ['sâkıyâ', 'nisâr', 'hırâmân', 'sâgar', 'yaraş', 'kanı', 'nûş', 'yiridür', 'vefâ', 'rûzgâr'])
('sanem', ['şarâb', 'gör', 'gam', 'gül', '‘aşk', 'göñül', 'hüsn', 'hâl', 'safâ', 'cân'])
('diş', ['dest', 'hançer', 'hayâl', 'meger', 'göz', 'çemen', 'sâgar', 'tâze', 'bâl', 'bahr'])
('hammâr', ['pür-hûn', 'aç', '‘uşşâk', 'sor', 'habâb', 'hâtem', 'görü', 'dizş', 'nazm', 'agyâr'])
('çıkmaz', ['gök', 'hâtır', 'olmayıcak', 'yan', 'yaş', 'jâle', 'dök', 'nişân', 'peykân', 'kaşı'])
('gider', ['yit', 'yâr', '‘âşık', 'mey', 'gam', 'baş', 'dil-ber', 'sîne', '‘aşk', 'bâkî'])
('tannâz', ['endîşe', 'teşne', 'kerem', 'koma', 'gülistân', 'n’eylesün', 'midür', 'defter', '‘ârif', 'cây'])
('taşı', ['husrev', 'şekl', 'vakt', 'yem', 'bilz', 'gird', 'pâre', 'bâlâ', 'çarh', 'değeriz'])
('musavver', ['‘acûz', 'aldan', 'def', 'kâdir', 'medh', 'kulak', 'dünyâda', 'edâ', 'kon', 'hayrân'])
('târâc', ['fikr', 'olmayıcak', 'cennet', 'hâme', 'hurrem', 'sipihr', 'i̇ki', 'nûş', 'subh', 'baht'])
('hûr', ['tâze', 'hat', 'geçe', 'bülbül', 'cefâ', 'şâh', 'lutf', 'bâkıyâ', 'âb', 'tut'])
('beste', ['hak', 'katre', 'sabâ', 'beñzer', 'haber', 'hemân', 'değeriz', '‘âşık', 'dil-ber', 'cennet'])
('zencîr', ['baş', 'gel', 'zülf', 'yâr', 'gam', 'mâh', 'hâk', 'cihân', 'bâd', '‘aceb'])
('dürüst', ['bîmâr', 'pâre', 'pertev', 'zâhid', 'bilz', 'baht', 'nâb', 'hak', 'yak', 'çıkar'])
('ejder', ['bes', 'hergiz', 'tol', 'sev', 'esrâr', 'değeriş', 'seng', 'bir', 'nesîm', 'tutar'])
('kanla', ['velî', 'şarâb', 'çek', 'miyân', 'rakîb', 'çarh', 'safâ', 'gevher', 'nigâr', 'yak'])
('yut', ['müşg', 'dâglar', 'zîr', '‘uşşâk', 'kaşı', 'pâdişâh', 'kerem', 'üstindedür', 'sebze', 'fehm'])
('nâle', ['çemen', 'bâkî', 'yâr', 'gül', 'âh', 'sîne', 'şâh', 'üzre', 'dil', 'cân'])
('girye', ['çal', 'ser-çeşme', 'miskîn', 'lâyık', '‘azm', 'hır', 'ögrenür', 'eyyâm', 'almaga', 'kıble'])
('bar', ['döner', 'şeref', 'bâl', 'hüner', 'hudâ', 'göñlümi', 'hâlî', 'bâkîye', 'dâg', 'semt'])
('tahammül', ['câh', 'koma', 'boy', 'ezel', 'mâ’il', '‘ârif', 'hvâb', 'gehî', 'gerekse', 'nâr'])
('sirişk', ['tab’', 'ruhsâr', 'yol', 'pâre', 'sâkıyâ', 'göz', 'safâ', 'kal', 'dön', 'kenâr'])
('çeng', ['‘aşk', 'göz', 'çemen', 'sîne', 'tur', 'bil', 'gün', 'eşk', 'dil', 'mâh'])
('yâsemen', ['geçe', 'cevr', 'nihâl', 'yâr', 'bahâr', 'bâd', 'sultân', 'yit', 'bezm', 'gün'])
('devâ', ['âfitâb', 'tab’', 'meh', 'düş', 'hecr', 'dehân', 'ebrû', 'cefâ', 'zerd', 'açı'])
('tiryâk', ['irs', 'niçün', 'üftâde', '‘âşıka', 'gonca-sıfat', 'eyleyüp', 'tol', 'mıdur', 'şâm', 'seyl'])
('jâle', ['kal', 'mâh', 'leb', 'düş', 'hâl', 'gel', 'bâkıyâ', '‘aceb', 'âh', '‘aşkuñ'])
('kızıl', ['kâfi', 'hayme', 'pâdişâh', 'dîdâr', 'katla', 'saltanat', 'merd', 'zâhir', 'kasd', 'feryâd'])
('asıl', ['açalum', 'bun', 'mecrûh', 'iderüz', 'gazel', 'mîr', 'umar', 'ceng', 'rû', 'dil-rübâ'])
('kebûter', ['elinden', 'dûd', 'na’l', 'kitâb', 'değeriş', '‘âleme', 'bâgda', 'rakîb', 'kân', 'siyâh'])
('kem', ['üstindedür', 'mû', 'âdem', 'kühl', 'şeydâ', 'dâgum', 'götür', 'nûr', 'yiridür', 'bâkîye'])
('benefşe', ['pây', 'bâgda', 'çihre', 'nev', 'dem-â-dem', 'taht', 'mihnet', 'gülzâr', 'nesîm', 'rûşen'])
('berîn', ['gark', 'fârig', 'nusret', 'bunca', 'çeki', 'ârzû', 'pâye', 'idüm', 'ayagın', 'perde'])
('varan', ['kevser', 'şîşe', 'esîr', 'cûy', 'göricek', 'bârî', 'giceler', 'kemân', 'gülgûn', 'begüm'])
('akıt', ['hevâ-yı', 'dûd', 'yüri', 'meh', 'âfâk', 'halk', 'and', 'visâl', 'zîr', 'hüsn'])
('kahve', ['şem', 'müstedâm', 'mansıb', 'gışdan', 'taka', 'tolanur', 'rahşân', 'bî-pervâyı', 'sebak', 'itdügüñ'])
('tak', ['boy', 'ş', 'firâk', 'âhir', 'hûn', 'künc', 'dil-ber', 'minnet', 'dîde', 'hûrşîd'])
('mecnûn', ['hâk', 'gül', 'mey', 'dil', 'kıl', 'gam', 'leb', 'yâr', 'bâkî', 'cân'])
('secde', ['çihre', 'harâb', 'saf', 'sipihr', 'çeker', 'ter', 'dön', 'âfitâb', '‘âlemde', 'riyâ'])
('tevekkül', ['akı', 'niyâz', 'belâgat', 'eser', 'n’eylesün', 'letâfet', 'bârî', 'i̇tdi', 'gülsitân', 'gül-gûn'])
('havâdis', ['zâhir', 'ümîd', 'niçün', 'begüm', 'n’eyler', 'nâ-dân', 'gülsitân', 'teng', 'gerd', 'lâleveş'])
('çevre', ['bâguñ', 'tavk', 'sula', '‘âşıkı', 'fenn', 'h', 'bâzâr', 'eş’âr', 'hamrâ', 'günbed'])
('genc', ['sev', 'zâr', 'iç', 'sîne', 'ruhsâr', 'nâle', 'kal', 'kenâr', 'bul', 'berg'])
('işret', ['kon', 'istez', 'gamıyla', 'hezâr', 'seg', 'dil-âvîzüñ', '‘izzet', 'sikender', 'yitz', 'ayaguñ'])
('özge', ['visâl', 'bâ’is', 'reftâr', 'eylez', 'şemşîr', 'hân', 'pâk', 'katı', 'hüsn', 'bahr'])
('alan', ['‘aşkda', 'kullâb', 'tag', 'can', 'yutdugum', 'añma', 'endâm', 'işigi', 'almaga', 'bili'])
('giyâh', ['vücûd', 'husrev', 'şekl', 'görü', 'rûzgâr', 'nûr', 'hicâb', 'hicrân', 'temâşâ', 'ciger'])
('ayrıl', ['ra’nâ', 'kıymet', 'ârzû', 'na’l', 'fürkat', 'gavgâ', '‘ârif', 'çihre', 'yâd', 'olupdur'])
('ayak', ['subh', 'hatt', 'şeydâ', 'meger', 'hevâ', 'murâd', 'dîde', 'kaç', 'cefâ', 'şi’r'])
('bârgâh', ['bir', 'tâk', 'meger', 'gâyet', 'revân', 'sabâ', 'gevher', 'şarâb', 'söz', 'gûş'])
('cidâl', ['beste', 'zıll', 'geçz', 'bagladı', 'nem', 'bagrına', 'odur', 'ceng', 'hûy', 'döner'])
('câdû', ['yana', 'himmet', 'cihân', 'rakîb', 'pâre', 'san', 'mihr', 'belâ', 'geç', 'yaş'])
('gavvâs', ['hvân', 'zehî', 'hayr', 'şît', 'ölü', 'pâdişehüm', 'feyz', 'pür-hûn', 'mânend', 'sâye'])
('hicrân', ['bend', 'cevr', 'sâgar', 'bahâr', 'yâr', 'hüsn', 'serv', 'seyr', 'felek', '‘aşk'])
('götür', ['kul', 'âdem', 'şehr', 'sakın', 'şarâb', 'çek', 'yit', 'dâg', 'gevher', 'dîde'])
('keyfiyyet', ['görü', 'dün', '‘âleme', 'ceng', 'üftâde', 'menzil', 'haber', 'sev', 'gül-şen', 'del'])
('hazîn', ['deşt', 'günbed', 'dil-rübâ', 'şîrîn', 'bürrân', 'firâk', 'karşu', 'merd', 'zamân', 'bilz'])
('şimşâd', ['üzre', 'hûrşîd', 'çeşm', 'tâc', 'bâkî', 'çemen', 'gül', 'gonca', 'gün', 'açı'])
('key', ['diş', 'na’l', 'değeriş', 'kemân', 'varak', 'karanfül', 'musaffâ', 'a’lâ', 'sahbâ', 'gülsitân'])
('mesîh', ['peykân', 'değerik', '‘îd', 'çık', 'fark', 'ş', 'iriş', 'hemân', 'minnet', 'felek'])
('zahmet', ['fenâ', 'gird', 'şikest', 'güher', 'jâle', 'hasret', 'maksûd', 'lerze', 'özen', 'fürkat'])
('şâyed', ['teng', 'vire', 'kemâl', 'koma', 'giriftâr', 'reşk', 'değerik', 'bâkîyi', 'kenâr', 'târ'])
('âteşîn', ['yâd', 'râz', 'gedâ', 'vasf', 'peymâne', 'zencîr', 'sünbül', 'yat', 'ten', 'vefâ'])
('zulmet', ['midür', '‘âleme', 'değerik', 'niyâz', 'şîrîn', 'çerâg', 'safha', 'ele', 'vasl', 'değeriş'])
('encümen', ['‘ârız', 'kul', 'sabâ', 'künc', 'yaraş', 'gedâ', 'gözle', 'âdem', '‘âlemde', 'şarâb'])
('bûse', ['şehâ', 'mîve', 'hâr', 'cennet', 'tîr', 'rûy', 'ter', 'kühl', 'gûşe', 'kâmet'])
('bedel', ['pây', 'şeh-bâz', 'mevc', 'çeşme', 'dî', 'gül-gûn', 'âhû', 'gülistân', 'dimi', 'perde'])
('hecr', ['gör', 'âh', 'dil', '‘aşk', 'cân', 'düş', 'serv', 'gül', 'sîne', 'yâr'])
('şîşe', ['iç', 'gamze', 'hâk', 'bak', 'zülf', 'kıl', 'göster', 'geçe', 'dâg', 'gül'])
('hengâm', ['karanfül', 'çâk', 'mestâne', 'fenâ', 'haste', 'hançer', 'ten', 'meger', 'değerik', 'menzil'])
('lâle', ['kâmet', 'çıkar', 'lutf', 'dest', 'gider', 'baht', 'âb', 'saç', 'nâz', 'seyr'])
('âheste', ['perîşân', 'takı', 'gülsitân', 'lâle', 'gûş', 'karanfül', 'hergiz', 'işit', 'hezârân', 'nây'])
('say', ['sa’âdet', 'aldı', 'döner', 'hayr', 'berg', 'gül-berg', 'haste', 'niçün', 'dâ’im', 'dün'])
